Optimising with Parameters: 
 sparsity: 10.0| reg_C: 1.0| reg_W: 1.0| trad: 1.0
 At iteration0|| Error:array([39310.605], dtype=float32)
Patient 12 Optimised 

Patient 13 Optimised 

Patient 14 Optimised 

Patient 15 Optimised 

Patient 16 Optimised 

Patient 17 Optimised 

Patient 18 Optimised 

Patient 19 Optimised 

Patient 20 Optimised 

Patient 21 Optimised 

Patient 22 Optimised 

Patient 23 Optimised 

Patient 24 Optimised 

Patient 25 Optimised 

Patient 26 Optimised 

Patient 27 Optimised 

Patient 28 Optimised 

Patient 29 Optimised 

Patient 30 Optimised 

Patient 31 Optimised 

Patient 32 Optimised 

Patient 33 Optimised 

Patient 34 Optimised 

Patient 35 Optimised 

Patient 36 Optimised 

Patient 37 Optimised 

Patient 38 Optimised 

Patient 39 Optimised 

Patient 40 Optimised 

Patient 41 Optimised 

Patient 42 Optimised 

Patient 43 Optimised 

Patient 44 Optimised 

Patient 45 Optimised 

Patient 46 Optimised 

Patient 47 Optimised 

Patient 48 Optimised 

Patient 49 Optimised 

Patient 50 Optimised 

Patient 51 Optimised 

Patient 52 Optimised 

Patient 53 Optimised 

Patient 54 Optimised 

Patient 55 Optimised 

Patient 56 Optimised 

Patient 57 Optimised 

 Step C || Error: array([11679.897], dtype=float32)

 Step D and lambda || Error: array([11674.889], dtype=float32)

 At iteration3|| Error:array([11674.889], dtype=float32)

Optimise B 

At B iteration 0|| Error:array([11674.518], dtype=float32)

At B iteration 1|| Error:array([11674.148], dtype=float32)

At B iteration 2|| Error:array([11673.783], dtype=float32)

At B iteration 3|| Error:array([11673.419], dtype=float32)

At B iteration 4|| Error:array([11673.058], dtype=float32)

At B iteration 5|| Error:array([11672.7], dtype=float32)

At B iteration 6|| Error:array([11672.346], dtype=float32)

At B iteration 7|| Error:array([11671.994], dtype=float32)

At B iteration 8|| Error:array([11671.6455], dtype=float32)

At B iteration 9|| Error:array([11671.298], dtype=float32)

At B iteration 10|| Error:array([11670.954], dtype=float32)

At B iteration 11|| Error:array([11670.612], dtype=float32)

At B iteration 12|| Error:array([11670.276], dtype=float32)

At B iteration 13|| Error:array([11669.939], dtype=float32)

At B iteration 14|| Error:array([11669.608], dtype=float32)

At B iteration 15|| Error:array([11669.278], dtype=float32)

At B iteration 16|| Error:array([11668.95], dtype=float32)

At B iteration 17|| Error:array([11668.627], dtype=float32)

At B iteration 18|| Error:array([11668.303], dtype=float32)

At B iteration 19|| Error:array([11667.983], dtype=float32)

At B iteration 20|| Error:array([11667.663], dtype=float32)

At B iteration 21|| Error:array([11667.35], dtype=float32)

At B iteration 22|| Error:array([11667.037], dtype=float32)

At B iteration 23|| Error:array([11666.729], dtype=float32)

At B iteration 24|| Error:array([11666.42], dtype=float32)

At B iteration 25|| Error:array([11666.113], dtype=float32)

At B iteration 26|| Error:array([11665.812], dtype=float32)

At B iteration 27|| Error:array([11665.513], dtype=float32)

At B iteration 28|| Error:array([11665.215], dtype=float32)

At B iteration 29|| Error:array([11664.917], dtype=float32)

At B iteration 30|| Error:array([11664.624], dtype=float32)

At B iteration 31|| Error:array([11664.333], dtype=float32)

At B iteration 32|| Error:array([11664.045], dtype=float32)

At B iteration 33|| Error:array([11663.758], dtype=float32)

At B iteration 34|| Error:array([11663.475], dtype=float32)

At B iteration 35|| Error:array([11663.193], dtype=float32)

At B iteration 36|| Error:array([11662.913], dtype=float32)

At B iteration 37|| Error:array([11662.639], dtype=float32)

At B iteration 38|| Error:array([11662.362], dtype=float32)

At B iteration 39|| Error:array([11662.09], dtype=float32)

At B iteration 40|| Error:array([11661.817], dtype=float32)

At B iteration 41|| Error:array([11661.549], dtype=float32)

At B iteration 42|| Error:array([11661.285], dtype=float32)

At B iteration 43|| Error:array([11661.021], dtype=float32)

At B iteration 44|| Error:array([11660.76], dtype=float32)

At B iteration 45|| Error:array([11660.496], dtype=float32)

At B iteration 46|| Error:array([11660.238], dtype=float32)

At B iteration 47|| Error:array([11659.981], dtype=float32)

At B iteration 48|| Error:array([11659.73], dtype=float32)

At B iteration 49|| Error:array([11659.477], dtype=float32)

At B iteration 50|| Error:array([11659.23], dtype=float32)

At B iteration 51|| Error:array([11658.9795], dtype=float32)

At B iteration 52|| Error:array([11658.733], dtype=float32)

At B iteration 53|| Error:array([11658.488], dtype=float32)

At B iteration 54|| Error:array([11658.247], dtype=float32)

At B iteration 55|| Error:array([11658.008], dtype=float32)

At B iteration 56|| Error:array([11657.769], dtype=float32)

At B iteration 57|| Error:array([11657.531], dtype=float32)

At B iteration 58|| Error:array([11657.294], dtype=float32)

At B iteration 59|| Error:array([11657.062], dtype=float32)

At B iteration 60|| Error:array([11656.828], dtype=float32)

At B iteration 61|| Error:array([11656.599], dtype=float32)

At B iteration 62|| Error:array([11656.374], dtype=float32)

At B iteration 63|| Error:array([11656.149], dtype=float32)

At B iteration 64|| Error:array([11655.921], dtype=float32)

At B iteration 65|| Error:array([11655.698], dtype=float32)

At B iteration 66|| Error:array([11655.4795], dtype=float32)

At B iteration 67|| Error:array([11655.259], dtype=float32)

At B iteration 68|| Error:array([11655.042], dtype=float32)

At B iteration 69|| Error:array([11654.827], dtype=float32)

At B iteration 70|| Error:array([11654.61], dtype=float32)

At B iteration 71|| Error:array([11654.399], dtype=float32)

At B iteration 72|| Error:array([11654.189], dtype=float32)

At B iteration 73|| Error:array([11653.9795], dtype=float32)

At B iteration 74|| Error:array([11653.772], dtype=float32)

At B iteration 75|| Error:array([11653.565], dtype=float32)

At B iteration 76|| Error:array([11653.364], dtype=float32)

At B iteration 77|| Error:array([11653.158], dtype=float32)

At B iteration 78|| Error:array([11652.959], dtype=float32)

At B iteration 79|| Error:array([11652.756], dtype=float32)

At B iteration 80|| Error:array([11652.559], dtype=float32)

At B iteration 81|| Error:array([11652.363], dtype=float32)

At B iteration 82|| Error:array([11652.165], dtype=float32)

At B iteration 83|| Error:array([11651.972], dtype=float32)

At B iteration 84|| Error:array([11651.779], dtype=float32)

At B iteration 85|| Error:array([11651.591], dtype=float32)

At B iteration 86|| Error:array([11651.399], dtype=float32)

At B iteration 87|| Error:array([11651.212], dtype=float32)

At B iteration 88|| Error:array([11651.025], dtype=float32)

At B iteration 89|| Error:array([11650.841], dtype=float32)

At B iteration 90|| Error:array([11650.657], dtype=float32)

